0,1,2,3,4
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.0
0.0,0.0,0.0,1.0,0.0
0.0,0.25,0.0,0.0,0.0
0.0,0.25,0.0,0.5,0.0
0.0,0.25,0.0,1.0,0.0
0.0,0.5,0.0,0.0,0.0
0.0,0.5,0.0,0.5,0.0
0.0,0.5,0.0,1.0,0.0
0.0,0.75,0.0,0.0,0.0
0.0,0.75,0.0,0.5,0.0
0.0,0.75,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.5,0.0
0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.07894736842105243,0.0,0.0
0.0,0.0,0.07894736842105243,0.5,0.0
0.0,0.0,0.07894736842105243,1.0,0.0
0.0,0.25,0.07894736842105243,0.0,0.0
0.0,0.25,0.07894736842105243,0.5,0.0
0.0,0.25,0.07894736842105243,1.0,0.0
0.0,0.5,0.07894736842105243,0.0,0.0
0.0,0.5,0.07894736842105243,0.5,0.0
0.0,0.5,0.07894736842105243,1.0,0.0
0.0,0.75,0.07894736842105243,0.0,0.0
0.0,0.75,0.07894736842105243,0.5,0.0
0.0,0.75,0.07894736842105243,1.0,0.0
0.0,1.0,0.07894736842105243,0.0,0.0
0.0,1.0,0.07894736842105243,0.5,0.0
0.0,1.0,0.07894736842105243,1.0,0.0
0.0,0.0,0.21052631578947367,0.0,0.0
0.0,0.0,0.21052631578947367,0.5,0.0
0.0,0.0,0.21052631578947367,1.0,0.0
0.0,0.25,0.21052631578947367,0.0,0.0
0.0,0.25,0.21052631578947367,0.5,0.0
0.0,0.25,0.21052631578947367,1.0,0.0
0.0,0.5,0.21052631578947367,0.0,0.0
0.0,0.5,0.21052631578947367,0.5,0.0
0.0,0.5,0.21052631578947367,1.0,0.0
0.0,0.75,0.21052631578947367,0.0,0.0
0.0,0.75,0.21052631578947367,0.5,0.0
0.0,0.75,0.21052631578947367,1.0,0.0
0.0,1.0,0.21052631578947367,0.0,0.0
0.0,1.0,0.21052631578947367,0.5,0.0
0.0,1.0,0.21052631578947367,1.0,0.0
0.0,0.0,0.47368421052631576,0.0,0.0
0.0,0.0,0.47368421052631576,0.5,0.0
0.0,0.0,0.47368421052631576,1.0,0.0
0.0,0.25,0.47368421052631576,0.0,0.0
0.0,0.25,0.47368421052631576,0.5,0.0
0.0,0.25,0.47368421052631576,1.0,0.0
0.0,0.5,0.47368421052631576,0.0,0.0
0.0,0.5,0.47368421052631576,0.5,0.0
0.0,0.5,0.47368421052631576,1.0,0.0
0.0,0.75,0.47368421052631576,0.0,0.0
0.0,0.75,0.47368421052631576,0.5,0.0
0.0,0.75,0.47368421052631576,1.0,0.0
0.0,1.0,0.47368421052631576,0.0,0.0
0.0,1.0,0.47368421052631576,0.5,0.0
0.0,1.0,0.47368421052631576,1.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.5,0.0
0.0,0.0,1.0,1.0,0.0
0.0,0.25,1.0,0.0,0.0
0.0,0.25,1.0,0.5,0.0
0.0,0.25,1.0,1.0,0.0
0.0,0.5,1.0,0.0,0.0
0.0,0.5,1.0,0.5,0.0
0.0,0.5,1.0,1.0,0.0
0.0,0.75,1.0,0.0,0.0
0.0,0.75,1.0,0.5,0.0
0.0,0.75,1.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0
0.0,1.0,1.0,0.5,0.0
0.0,1.0,1.0,1.0,0.0
0.06785,0.0,0.0,0.0,0.28915880849987785
0.06785,0.0,0.0,0.5,0.28932019607791976
0.06785,0.0,0.0,1.0,0.28951870156175774
0.06785,0.25,0.0,0.0,0.3029176812661077
0.06785,0.25,0.0,0.5,0.29769494072619257
0.06785,0.25,0.0,1.0,0.29275809541192366
0.06785,0.5,0.0,0.0,0.3024980903867143
0.06785,0.5,0.0,0.5,0.29791621673299845
0.06785,0.5,0.0,1.0,0.2936551436131799
0.06785,0.75,0.0,0.0,0.30209997898777385
0.06785,0.75,0.0,0.5,0.29786779769457095
0.06785,0.75,0.0,1.0,0.29371479690792296
0.06785,1.0,0.0,0.0,0.30194351195760144
0.06785,1.0,0.0,0.5,0.2976625240254889
0.06785,1.0,0.0,1.0,0.29351714558268593
0.09498999999999999,0.0,0.0,0.0,0.4044113541352872
0.09498999999999999,0.0,0.0,0.5,0.4019294526616788
0.09498999999999999,0.0,0.0,1.0,0.3936891333488405
0.09498999999999999,0.25,0.0,0.0,0.4098740614692335
0.09498999999999999,0.25,0.0,0.5,0.39929146505506663
0.09498999999999999,0.25,0.0,1.0,0.3877909202215736
0.09498999999999999,0.5,0.0,0.0,0.4109679344174209
0.09498999999999999,0.5,0.0,0.5,0.40232399099906274
0.09498999999999999,0.5,0.0,1.0,0.39264537682940054
0.09498999999999999,0.75,0.0,0.0,0.4110560251453302
0.09498999999999999,0.75,0.0,0.5,0.4024944253459088
0.09498999999999999,0.75,0.0,1.0,0.3930849200976687
0.09498999999999999,1.0,0.0,0.0,0.41081274603801693
0.09498999999999999,1.0,0.0,0.5,0.40207778905437663
0.09498999999999999,1.0,0.0,1.0,0.3922776566120612
0.1357,0.0,0.0,0.0,0.5435900281657893
0.1357,0.0,0.0,0.5,0.516842307754583
0.1357,0.0,0.0,1.0,0.470666607690418
0.1357,0.25,0.0,0.0,0.5506156737774436
0.1357,0.25,0.0,0.5,0.5268419444342657
0.1357,0.25,0.0,1.0,0.5010930768632779
0.1357,0.5,0.0,0.0,0.5583334540194087
0.1357,0.5,0.0,0.5,0.5363446908438364
0.1357,0.5,0.0,1.0,0.5122508492921479
0.1357,0.75,0.0,0.0,0.5591623649535473
0.1357,0.75,0.0,0.5,0.5367593966156322
0.1357,0.75,0.0,1.0,0.51227886450561
0.1357,1.0,0.0,0.0,0.5580598230150102
0.1357,1.0,0.0,0.5,0.5349838833021423
0.1357,1.0,0.0,1.0,0.5101447682670271
0.18997999999999998,0.0,0.0,0.0,0.6141534785013314
0.18997999999999998,0.0,0.0,0.5,0.5805854820270923
0.18997999999999998,0.0,0.0,1.0,0.5170839568091189
0.18997999999999998,0.25,0.0,0.0,0.6901149248637335
0.18997999999999998,0.25,0.0,0.5,0.6530219418773883
0.18997999999999998,0.25,0.0,1.0,0.6052540705212237
0.18997999999999998,0.5,0.0,0.0,0.7096306074895317
0.18997999999999998,0.5,0.0,0.5,0.6681241366685337
0.18997999999999998,0.5,0.0,1.0,0.6177663124330347
0.18997999999999998,0.75,0.0,0.0,0.7122184091379099
0.18997999999999998,0.75,0.0,0.5,0.6674929086044091
0.18997999999999998,0.75,0.0,1.0,0.6175670242353773
0.18997999999999998,1.0,0.0,0.0,0.711275584738284
0.18997999999999998,1.0,0.0,0.5,0.6646710389192364
0.18997999999999998,1.0,0.0,1.0,0.6151675151522039
0.37995999999999996,0.0,0.0,0.0,0.6958545380684457
0.37995999999999996,0.0,0.0,0.5,0.6593139361019442
0.37995999999999996,0.0,0.0,1.0,0.5744959452934761
0.37995999999999996,0.25,0.0,0.0,0.8904107074634237
0.37995999999999996,0.25,0.0,0.5,0.8208195928202101
0.37995999999999996,0.25,0.0,1.0,0.7214974157106804
0.37995999999999996,0.5,0.0,0.0,0.9216214885133088
0.37995999999999996,0.5,0.0,0.5,0.8484246088864501
0.37995999999999996,0.5,0.0,1.0,0.7468290851883567
0.37995999999999996,0.75,0.0,0.0,0.9304878412388445
0.37995999999999996,0.75,0.0,0.5,0.8571616612581274
0.37995999999999996,0.75,0.0,1.0,0.7604729635512637
0.37995999999999996,1.0,0.0,0.0,0.9362219174192377
0.37995999999999996,1.0,0.0,0.5,0.8603237942468644
0.37995999999999996,1.0,0.0,1.0,0.7627541410464013
0.5699400000000001,0.0,0.0,0.0,0.7229593999344375
0.5699400000000001,0.0,0.0,0.5,0.6847443501064975
0.5699400000000001,0.0,0.0,1.0,0.5931706288373263
0.5699400000000001,0.25,0.0,0.0,0.9381024219290932
0.5699400000000001,0.25,0.0,0.5,0.8704871289951697
