A_sf_m2,r_st_m3_per_m2,Q_demand,T_demand,SOLFRAC
421.9642717652101,0.0674723269267011,5038.88577782243,77.11263354242969,0.1123541447923827
100.96517771751222,0.022944582504474145,447.4664708875518,82.69673107899249,0.29726998177743424
454.2419397696281,0.0033319693730796164,1749.0623542201265,88.44554205901383,0.3005482904114223
480.0357004810364,0.0677355688772922,2084.919672719044,78.4828657063464,0.28967331438850497
268.1228552623392,0.04526803134227978,4537.978905289409,89.75072604221253,0.07859142738197164
738.8931672030837,0.05826410666380676,1725.0533146631137,90.25816142881325,0.48172147884430216
144.08353538560505,0.021983113295300297,5269.40237891173,87.73649044098512,0.042037752104839676
225.79371389455162,0.05671988454195714,1481.4383818330903,90.81506608002098,0.20084017454127603
113.72460517056128,0.04886727667130079,1476.9244019902378,84.12128920492982,0.11054983798752573
704.4672415115722,0.07547567567232244,3343.2507719100813,86.3335243183651,0.26026261118230926
560.310369661338,0.022280432012793505,4863.198179051718,89.5689735116806,0.15121337079242372
46.560927713919675,0.009202864029796549,953.0600894562924,87.08155755653974,0.08124282938130617
115.85522450028712,0.07746328773042434,4592.308215077953,91.10140832460854,0.036240740407312545
215.79094571671067,0.074843763948554,1132.7700557172957,76.8428897890045,0.24039635584034139
748.6854068813194,0.004067346111888957,4772.698762262344,89.9619958592767,0.20310798963846477
383.88310796210493,0.027988502401378672,1348.189910199032,93.78721451685462,0.3176844313123383
336.4265110794761,0.06156495999250336,4004.9001849692754,81.37889240624823,0.11029043499074143
462.2696030897179,0.03453870984179626,1157.1123676581067,91.3876017954011,0.4590426439602871
544.9427996018346,0.07062993015728397,3540.867583930012,82.22327068887917,0.2098590163098281
371.87716130197424,0.030371199929520972,1440.2850775336308,93.02613786955578,0.31599880364281435
717.0800326907246,0.024925633343303676,353.58687948840526,90.56429175591411,0.8096006022747478
941.8464177010608,0.07293513827880296,1501.9423417711723,85.13981029855896,0.6389582402473564
104.31625990389456,0.039567449192985146,711.5836325611195,94.56686429798418,0.191130865911844
844.8735485449894,0.07278688902538331,3583.846542046535,90.09199521144109,0.29005711337169093
778.453394612472,0.017223884633188975,2337.426337954569,86.48234780887556,0.37769060650706043
3.8009444317315504,0.06978253894484404,4599.095997809521,75.46312244608933,0.004399659180112006
397.4887629584326,0.04283286315023707,1369.409254754955,91.45757683567481,0.35227935828909834
724.3063666359952,0.02659615334181558,2564.3879744370693,76.38155741253156,0.3494023518618201
500.02159133392485,0.06810090607899498,4507.615123379299,83.9536412003325,0.1550502029991742
157.98203078399476,0.05208251758485835,2413.411613453043,87.56728309883162,0.08833777489596815
9.300170591425228,0.043041234519503695,699.6821384298113,87.0025332094754,0.028848527983351427
447.6737044559552,0.027187825893469707,1274.079834019616,78.12868187336606,0.4257702885985796
661.5048268652104,0.019991393690464612,2695.9326109226677,85.77587587311967,0.3011239119009923
241.65086371949633,0.05989822633983533,4016.8861133599617,87.164520896301,0.07981913075356903
111.21554969129737,0.005101644714876875,3335.8969126531233,86.12476320342212,0.049784478343317576
801.3831137784648,0.023390440488961602,2956.813265710365,88.58807997713733,0.3307581147967438
504.8259860465555,0.06022107881230012,4326.6541011380195,94.52171061112183,0.16216459139280964
824.7003161541122,0.0734953097249147,4340.12649509415,79.65033117213717,0.2499601607545579
246.04377133876466,0.02800768807044656,1656.8343723154426,84.31912867009548,0.1944360525935422
164.46903883562018,0.04050875211348102,4497.312794544234,84.50043142274393,0.05779129256700513
88.11797856937764,0.0381996163599797,900.1489949069526,87.9706831440096,0.13610809499410437
811.9790814795306,0.07976162036403565,4083.008906853688,87.26619109979681,0.24686009653503274
994.6157223503188,0.0008114545294165692,3419.604110691322,77.53172978456199,0.34257141470201646
797.5519682340973,0.006663254410388898,1861.1545063040676,83.01227620257166,0.36985711140721517
365.70731671320675,0.02757469697615319,737.8448658005564,83.8515213666721,0.5427605411461728
492.58340046862315,0.009933753569090785,2229.7973492713922,77.59869217956245,0.2438924812395451
124.61980011159075,0.036873090290269105,4099.317175610782,87.37499409222482,0.04392514306391736
93.95108112615358,0.019641747014444277,2133.7158177961046,89.67741206928554,0.059109556406238065
139.64536071123342,0.024599448710408672,3969.6875855360836,88.1606982981031,0.055506164132390394
973.2503164405238,0.06212791240575941,788.8395807153421,85.5042972917524,0.8331239125586255
441.0140783048043,0.021324827528509834,2275.724027742422,85.89794339086603,0.25091007690188954
906.259364272837,0.05176566092523854,1414.324384831872,81.5345890970183,0.6127122206204746
489.10362564947116,0.07687442773807687,2491.258182300205,89.2310809653361,0.25743047723691415
655.1715116792819,0.001012509312639987,3804.0110733778993,76.42981346349318,0.22449515212998428
485.84029248011257,0.03490393287421465,1671.9155243555479,75.80319527397222,0.35658533004578724
79.89579109227404,0.05237759964862306,3858.3034061861485,76.78465187718508,0.028852110673304433
175.73950925703105,0.002808204961439361,2180.6585722944596,75.73828548671106,0.11583284189018869
194.4130457548536,0.06264797697796293,3601.3828651251765,79.88626671909188,0.07445341235950888
35.384963193894926,0.0422214703290381,2687.258257552953,80.33556743720183,0.02068386821197267
317.6494752991315,0.05498396078847103,3871.060312827994,91.93605271307833,0.10902874623856823
109.82264345179513,0.04795694370697848,525.8748463420724,82.8086362215068,0.2923599532862021
539.7249363033986,0.030968434053470037,3066.4607743022048,94.92725230838587,0.21988410231950872
891.1082099584107,0.06085590622001495,3931.212756683741,92.2464416127691,0.2774185075900205
91.30281394387161,0.022502045244286003,1505.1219100954252,75.85650974967348,0.08358685185813093
922.5638930143433,0.004506666486958931,4381.225445912397,91.98782733286578,0.25901443775355315
881.1467363514605,0.06127673831081389,756.3973168950125,92.65923270778032,0.7545056553236182
14.356466099412133,0.03310961815143031,392.6597391875174,81.02691696003912,0.09761648445113609
774.9429555435518,0.04675888345940101,4725.510954585529,79.5606760920224,0.2254083140853922
638.9575897404395,0.007267282553776008,2514.0814219543477,91.59259195484434,0.31035088341493106
18.684605905441508,0.0024545317128428835,2952.1436659183496,84.16650405801245,0.013094489920988776
719.2783666963,0.045830151649797,5481.14481320571,88.24509621160513,0.1701345191658949
626.7464300840404,0.054297863659862104,3360.9091690232112,75.1091171688159,0.2469547448485971
430.41925572778183,0.017136073766353586,879.6398414202049,81.09810864517193,0.5383987764451246
766.9005561083223,0.03247014483197475,1112.5809820403306,92.4446689090146,0.6328405516498694
50.33813721673225,0.06318033083692115,2399.7982867481214,92.31470222744059,0.032371754194381784
512.2665340619875,0.024673002578282296,1001.2761235899721,75.38282562727034,0.55860669305915
976.7493220598475,0.07643109171058365,4549.387025471325,77.97405066751425,0.2673734751685233
959.462912947798,0.0572638820583339,2475.670738873414,76.86410507568174,0.4513504178968818
692.0022134095876,0.009415605037192798,5415.188966375156,77.40087963730457,0.17090408918298927
652.4259088177389,0.07668711311981656,1996.6832171814488,79.01282486447204,0.39878874429855815
899.1288315558843,0.05565907900377554,1017.7024581965835,80.50273838077982,0.7417221911707118
265.02484195678096,0.03580552465160547,2162.1785432524466,80.82250600082803,0.1615616603892855
870.1086019112998,0.02570359551797078,1833.8428705891845,92.1316391224008,0.5098513859720679
373.54494621596814,0.036185736626875915,3150.5854125796827,86.84017876617015,0.15479599240962097
