A_sf_m2,r_st_m3_per_m2,SOLFRAC
980.7382022044096,0.02564831441103583,0.7526340413444421
914.3736798348084,0.07967980035487082,0.7903770243807473
776.7155037600846,0.010402328178753716,0.684062722371517
737.0877903089035,0.016864142724499293,0.7121192746638006
615.3164823147287,0.052958028736031004,0.7285628942139757
598.2781408778283,0.06850212313767856,0.7253943231314045
44.67044557294824,0.0620770034274357,0.13412672316329957
952.599904677694,0.006388354114697017,0.6680379586823798
266.03415032403126,0.012539653641142796,0.4866694250500558
657.952211012875,0.023027341654896786,0.7129904624804363
465.8351092560942,0.007743422783594573,0.6026035562537083
833.7244585886292,0.024061751246494168,0.7348376429308201
386.3060674406486,0.06496401705509618,0.5904505008632185
872.6292725380341,0.04185931695615392,0.7701259821256787
7.783198186259532,0.05661954117372605,0.03617071926021197
363.5372218127724,0.0670648565285054,0.607983110549192
16.322672915154243,0.03546955732892399,0.06930820536362796
912.782334317405,0.07087267617121593,0.789612527072468
924.3187960837271,0.04403218431504781,0.7846134920107494
820.7394827015163,0.057530746842637745,0.7775850449950945
192.37289198145137,0.06689870361318227,0.41590449071254537
663.4716865405686,0.005937981008452591,0.6377377120745854
771.9717271143826,0.026913161829295266,0.735769330754236
840.2224165338661,0.020716646664504144,0.7252691324897275
562.8670661739151,0.0067792877787988225,0.6242272170479775
830.6854763311544,0.04024563925763244,0.7666492274660073
534.3951944343191,9.138857976192701e-05,0.49855303925404265
803.1539635893138,0.039812715194265866,0.7563709270906247
594.1152438420722,0.06514534491761538,0.7204335675519921
787.1282537583683,0.07110710630513606,0.7793864312262084
901.6538183732945,0.016365525462779737,0.7085508568502866
513.6631654102977,0.03354532242715416,0.6727299705096724
249.7116845090652,0.05199884170759345,0.4620511174686482
1.882431406542403,0.0377207948360228,0.03624688023278747
799.1806970549167,0.03861131294178115,0.7518202439229558
991.025094575952,0.06453686495814083,0.8042664465352561
576.740735490707,0.033063250353697414,0.6783516205924488
272.8358267077873,0.018254577685180462,0.5148456032299726
453.1104882077424,0.05760230924026232,0.6612797434453398
983.7308441334725,0.03897144250833565,0.7807304542618164
758.6682431928787,0.00039862867171412805,0.5260373971208938
995.3590431848252,0.06925398915610831,0.8049894304854837
324.8460330580776,0.0032621393064388294,0.4828073003463549
406.825731722795,0.0035850705605006434,0.5257335540406408
175.04223451253685,0.01752484929131014,0.3178713217576544
343.37729254460794,0.029850938702148104,0.5711319731961417
148.75639127330666,0.0006241775678204315,0.24351386982521778
783.5904598387524,0.01463903639357439,0.6989237012978052
352.99388154322315,0.03429813522460249,0.6076681422540425
649.7266859581426,0.026217592604668164,0.7152905043022245
767.0165497344194,0.029103173414677323,0.7392232820217374
589.2728684465726,0.07190765864963658,0.7214653299578196
180.64599304317503,0.04713427144470402,0.3934872293449985
199.9072822542789,0.07357154267276994,0.4155851004071188
692.1014837549009,0.07785408105818001,0.7519989874065103
761.2445445622096,0.05230539544785419,0.7654173054794211
331.7923058175744,0.05626233984711914,0.5860513525109126
359.356484635472,0.075818404494131,0.6070184055135126
238.30248908548788,0.07231437609142807,0.47667601546043653
211.5881124355153,0.035244835953226396,0.4362258028637174
232.73379731298095,0.03389184419496739,0.4759321591341053
487.7705891085247,0.02704763670854982,0.671416094945743
781.1903709494187,0.06429010043719308,0.7790553480730098
940.8246641720189,0.0018561565646355272,0.5952495256569484
517.1563591648937,0.034603133028926016,0.6895973021034422
836.8756271170503,0.01469650718893068,0.706165232433767
107.75038189656676,0.060538526201479786,0.23987932592726716
829.6967823221019,0.07835997256704826,0.7903884521095156
876.5564386682963,0.07531873866610002,0.7847119612856757
566.5100327272974,0.05818753297703773,0.7107084484842824
31.149047890506633,0.049167892522538316,0.09773352183224222
856.1822520270791,0.013320495703384845,0.7156509034877464
582.9705674131017,0.05348662291224478,0.7035421923910579
276.75621846279057,0.030059175203331585,0.5269468675612496
602.1382417172656,0.07669286862296475,0.7263611050847718
538.871034001299,0.018485844479222403,0.6770767999176489
963.5864778092711,0.008970265710068535,0.7081929622029832
185.336151431996,0.0015659150573785808,0.37207331918569675
967.5671233772443,0.06338612139865903,0.7947548762767821
444.1709627159534,0.015342077594055654,0.6287029877368605
50.57892409560562,0.07490874354716058,0.13396792261431464
879.1461054173158,0.06759835018029355,0.7834148259407008
274.2877184578471,0.05424678479714893,0.5303677126464962
555.7214074890126,0.01940381987015642,0.6469960351390913
869.3602383129466,0.06892344323094209,0.7837631405166459
816.8935205845095,0.0403691976017252,0.7593178827962412
261.43085820378667,0.0635639090647416,0.5130797416794975
280.31236088748255,0.024714170636334673,0.5232315012284824
370.660767501427,0.06940921279313364,0.6179998276547228
923.1364889635937,0.01656738873569466,0.7301004421205077
549.4279463217434,0.0075963886524219384,0.6137367841234338
39.7648813895841,0.030813750789583517,0.09812929397409506
103.07753671387567,0.046746847505762065,0.2399334644403851
643.3930687131292,0.005557112239896474,0.6291685330061675
322.096661010269,0.0425877704144083,0.5737783985599965
713.0787084988473,0.05091059022234292,0.7488068863778512
160.24515110920584,0.07896531325464609,0.34502023417350397
852.1835316112409,0.005042279389608399,0.6604855805660822
621.0812438305882,0.03594224765741225,0.7125540554966667
765.5685587076616,0.0595703609300021,0.7700428127767664
229.78497636870736,0.021580583808427645,0.4082864524609339
113.57089402423392,0.03134733478354088,0.2734314135809818
293.6400922398406,0.044522035179164865,0.5303923664551253
363.130543997169,0.05171580075374816,0.6092923902219534
130.97881063772874,0.010987050092928864,0.29238109588957606
662.6209547612402,0.059042958848110685,0.7393269474758933
201.0366571634142,0.04791706942984595,0.4160483321765339
544.6565457814353,0.037039567771097875,0.6727162746150309
932.2108604885882,0.0750763885557407,0.7958970876787571
292.81083236093593,0.050656839950376516,0.5324705888287443
697.1677065111793,0.07647373622601969,0.7518402150020042
961.3108139470844,0.024412366924548148,0.7456623569506932
140.3719534168464,0.04138717443050217,0.3083817519818042
341.58363527138374,0.04804287023764716,0.5820421400530369
111.06067671956987,0.038809381073625096,0.27351082711324404
618.5708051468179,0.0220659955955943,0.6876551313497155
258.57846155286745,0.07320784906906805,0.5121405073639332
224.77233922738006,0.05812151852015649,0.43259929041630846
908.4994742164353,0.06160310992574751,0.7912417378581945
823.9472730262876,0.013440199262786043,0.6888236564015449
553.1967200641718,0.05478925461227962,0.6908866623291052
433.6180095279235,0.0520289133516966,0.6537978615549992
